location	distance	lucky_number
sxk60m	44.7302439	0
sxk92t	16.36096674	0
sxkc0r	19.09721561	1550
sxk9jx	13.05053648	0
sxk6tu	28.47452894	0
sxk6kc	29.01527754	0
sxk373	35.07641149	1609
sxkc53	30.25140433	0
sxk905	21.56298878	0
sxk37d	34.00878496	0
sxkc23	18.33600596	0
sxk8zk	21.91583298	0
sxk9rn	12.81613746	0
sxkd5x	7.860735759	0
sxk9jh	14.3312249	0
sxkbd9	34.47114454	861
sxk8yt	20.10984775	0
sxk3px	21.46159016	0
sxk8z3	23.52248031	1549
sxk1qz	50.42426444	784
sxk3z2	18.62558036	0
sxk9j6	15.71906553	1250
sxk6mw	27.52503441	0
sxk3w8	22.34689338	0
sxk3he	32.23836752	462
sxk9gb	2.68582385	602
sxkbgh	31.23234218	0
sxk99u	10.26254321	828
sxkc2x	17.22007447	21
sxkdk5	9.81932965	0
sxkdt1	13.69547082	0
sxkc5r	28.48672652	427
sxk6k6	30.95431756	1302
sxk1fv	64.60875731	873
sxk9w8	10.61272334	0
sxkc48	28.28959993	0
sxk3rc	20.01095972	0
sxk90u	19.17466243	756
sxkbk3	42.45976931	1262
sx7fw6	82.31770373	0
sxk97s	9.626770855	1359
sxk456	62.88630299	402
sxk3ff	35.12400887	1455
sxk1ej	63.80404161	376
sxk936	15.26857998	0
sxkdsf	14.15343247	0
sxk92f	16.66493637	0
sxkd1p	14.12032318	0
sxk9px	17.06685477	1088
sxkc3u	22.17595964	0
sxk3xt	17.99554983	939
sxkdnb	9.604177347	0
sxkb90	31.56394785	0
sxk9ej	5.981469628	0
sxk9g3	3.986120607	0
sxk8zp	19.86567391	50
sxk3hx	31.19530341	0
sxk97z	7.608227654	1303
sxk9mk	9.864425749	0
sxkbg8	34.19725727	0
sxkc0n	18.81207261	0
sxk9e8	7.328120147	0
sxk8z2	24.06526736	0
sxk8xq	25.16029546	0
sxkd2u	16.62856415	30
sxk6p5	20.04744522	428
sxk6q7	24.25478963	1631
sxkd5y	6.984587642	0
sx7fpy	75.92224389	281
sxk60v	42.9060648	0
sxk9qf	13.84098215	0
sxkb8r	26.463947	0
sxk4rs	48.1926467	0
sxk3ph	24.02927719	766
sxk938	15.50373185	0
sxkc61	23.8124228	0
sxk6nu	21.09201313	0
sxk9x0	12.09325444	0
sxkb8z	27.52948624	0
sxk6mu	26.18646595	0
sxhzvt	50.98978041	54
sxk3zx	17.77323395	0
sxk6sh	34.08869389	107
sxkc0d	21.83838477	0
sxk373	35.07641149	0
sxk6nw	22.31762944	0
sxk9p1	18.8203332	0
sx7chx	88.56278951	0
sxk6k4	31.83515346	4
sxkcez	27.65573057	1247
sxk96r	10.48855229	0
sxk9mu	10.6739207	162
sxk1tv	53.68583456	0
sxk6su	31.64396026	0
sxk91u	16.8892693	0
sxk9d2	10.06896613	0
sxk3xk	19.02810223	200
sxk9qr	10.34390434	0
sxk972	12.23739814	0
sxk9w0	9.263460317	486
sxk9qk	11.7200363	0
sxk61w	40.26856148	0
sxk9k4	10.46275094	0
sxk934	15.95539269	1364
sxkde3	13.95754208	0
sxk6dt	39.34625232	791
sxk61n	42.08596946	0
sxk9m6	11.01276779	0
sxk98k	15.45897289	0
sxk3ku	29.24413606	0
sxk9ng	17.29388795	1506
sxk93q	13.7162318	86
sxk3ze	17.60952172	259
sxk6xh	24.71334529	0
sxk9ng	17.29388795	0
sxkc26	17.97452428	216
sxk96r	10.48855229	899
sxk6nv	21.2584274	0
sxkdqs	13.21685527	0
sxkdqg	13.35277217	0
sxk3wz	20.52561173	391
sxkb8m	27.49100168	0
sxk8z7	22.44750322	0
sxk6nw	22.31762944	697
sxkc3p	18.90364385	0
sxk1xc	46.59873949	1428
sxk9jd	15.95487288	640
sxk3w2	23.22744781	0
sx7chx	88.56278951	0
sxk1td	54.76659112	647
sxkbg1	32.38188074	1383
sxk6x6	23.23854833	0
sxk37e	33.82528782	573
sxkb5z	42.11805625	0
sxk6ru	19.64141868	0
sxk3k2	31.81570317	0
sxkbe4	35.29005751	0
sxkdkv	11.12566816	891
sxkb6t	36.33360715	0
sxkc1k	23.12572277	0
sxk1b9	72.91246703	0
sxkbhk	44.71680091	0
sxk6m1	28.13650317	822
sxkbe4	35.29005751	0
sxk60m	44.7302439	1432
sxkbd0	33.7443535	536
sxkbbp	21.96358942	0
sxk1b2	73.8497343	0
sxk9jx	13.05053648	547
sxk6pb	16.95922787	0
sxk9k6	10.41299564	0
sxk99d	11.63502065	0
sxk1gg	60.91718075	1502
sxk8z3	23.52248031	0
sxk9vw	4.857154905	1
sxk1uf	57.23728534	0
sxk3ks	30.12084386	0
sxk90m	20.05544997	480
sxk9mg	11.20478284	210
sxk90x	18.55212022	0
sxk9b6	14.85912568	0
sxk9bq	14.95409992	0
sxk3rt	19.5969807	296
sxkbkx	40.57830641	552
sxk4pc	46.30676421	0
sxk6p9	17.97973383	336
sxk3gq	33.31942038	1103
sxk970	12.55372523	1112
sxk37r	34.09355018	741
sxk9g0	5.060920949	0
sxk3c7	40.64555232	0
sxkbs9	39.77553834	0
sx7fve	86.0894276	97
sxkd2t	17.72944284	0
sxk9rg	16.12671445	57
sxk9kp	7.426106833	1222
sxkdqn	13.22120812	0
sx7ghb	89.48540402	1316
sx7fve	86.0894276	0
sxk3r3	21.57407728	0
sxk3g2	33.32969191	0
sxk4x8	48.77021193	0
sxkc42	27.54618638	0
sxk92z	14.94415621	0
sxk9mx	8.626406191	1196
sxk9b2	14.96210425	0
sxk1sh	60.16699981	0
sxk9r8	16.63317467	1005
sxk3gr	33.3569617	0
sxkbd9	34.47114454	0
sxkbj8	49.63750509	0
sxk6q1	24.65217806	123
sxkb8n	26.48510014	0
sxk9hg	14.79573248	0
sxk987	15.64059198	1276
sxk98q	15.16333206	1531
sxk99c	11.15681218	57
sxkbj8	49.63750509	1594
sxk6nt	22.14236437	167
sxk8yk	20.32136077	828
sxk6dc	37.56883117	0
sxk6xg	22.19861689	0
sxk1tg	53.78810493	0
sxk3x8	18.86418835	0
sxkd82	19.6068263	0
sxk6q5	25.10041354	304
sxk9qf	13.84098215	0
sxk9jg	15.66473607	0
sxk3xg	17.40055118	0
sxk9qk	11.7200363	0
sxk3m2	28.41457575	0
sxk9yz	9.428871583	0
sxkb9v	30.80295887	0
sxk3sk	29.90734076	0
sxk998	12.26335366	546
sxk1x3	48.42696131	0
sxk8z4	22.55729024	1434
sxkc05	20.11171383	0
sxk94r	14.35043968	0
sxk926	18.14146576	0
sxk8z8	24.49973279	772
sxk3bs	43.41211393	1586
sxkc5m	29.03538811	0
sxk19y	68.37210995	0
sxk9m1	11.34133546	0
sxkb8n	26.48510014	0
sxkd46	8.601933952	1395
sxk9pm	17.36876398	902
sxk6th	30.84093126	968
sxk1t4	56.60107232	1249
sxkcvy	34.95558618	0
sxk1sh	60.16699981	0
sxk33w	40.53624738	521
sxk1tt	54.60536411	0
sxk1xd	47.43570341	0
sxk1wh	52.81481264	356
sxk4hg	57.41952539	0
sxk1fq	66.46228364	0
sxk91r	16.57489492	721
sxkc43	27.18297618	1513
sxkbk2	42.9032459	0
sxk33d	41.0934025	276
sxk9md	11.34658633	0
sxk99w	10.69181101	134
sxkd1f	10.24292497	0
sxk9vr	4.328411435	0
sxkc0g	22.09390754	735
sxk96k	11.84792715	0
sxk6gf	36.66055472	0
sxk1tt	54.60536411	256
sxk1cv	68.29357739	390
sx7fwh	83.43322717	0
sxk9hg	14.79573248	0
sxk6k6	30.95431756	1248
sxkcfs	22.94071034	0
sxk92s	16.69016974	1487
sxkdjj	6.652542194	0
sxk1fq	66.46228364	848
sxk9ch	12.09494079	0
sxk9pp	15.83766247	0
sxk3w6	22.9005064	0
sxk9mb	12.84046666	0
sxk3nu	24.78254031	0
sx7cwn	82.18483106	0
sxk6x6	23.23854833	819
sxk6th	30.84093126	0
sx7fkw	88.33396511	0
sxk93f	13.97644712	0
sxk3qv	22.11702975	0
sxkc24	17.23118539	25
sxk6es	35.74415107	1556
sxk6r8	19.30456905	0
sxkbfu	30.50461073	0
sxk9bs	13.93582043	0
sxkfnc	38.76114528	519
sxk997	12.19495687	0
sxk66m	38.53209317	91
sxk3z5	19.4524061	0
sxk90e	20.25183356	0
sx7cwv	79.45130485	0
sxk9n5	16.00797692	0
sxkc43	27.18297618	1350
sxk93r	13.36996041	0
sxk969	12.82667579	489
sxk3w4	23.79614599	0
sxk9hr	12.24732113	0
sxk3pw	21.81689225	0
sxk3r0	22.67994793	0
sxkc5r	28.48672652	259
sxk98q	15.16333206	753
sxk1b9	72.91246703	0
sxk93k	14.46155972	0
sxkd1w	12.23619727	0
sxkb90	31.56394785	0
sxk4xb	47.8825884	604
sxkf1g	20.74367773	0
sxk3ce	39.72411254	0
sxk985	16.51829366	0
sxk6ws	26.18559758	0
sxkbkx	40.57830641	0
sxkf43	22.30784924	0
sxkc07	20.75249592	0
sxk3kz	28.7171871	0
sxk3wd	22.00702635	0
sxkcu2	29.44605606	0
sxk93e	14.17802469	1471
sxk8z4	22.55729024	0
sxk9r0	15.36944677	569
sxk3rz	18.24471246	657
sxk6pt	18.62820906	1018
sxk35r	35.48236673	1439
sxkbsd	39.38225955	0
sxkc21	17.60787205	987
sxk9v4	2.735647714	0
sxk971	11.98910754	0
sxkdt0	13.09620731	906
sxk9hs	14.10515874	1569
sxk1dw	65.61014618	509
sxkbg9	33.81676026	0
sxk9s8	6.79333156	0
sxk3rw	19.33647299	0
sxkbf8	31.40501133	0
sxk9tb	8.65748883	0
sxk9k6	10.41299564	728
sxk94p	14.85199294	0
sxk1v1	56.32836995	519
sxk3sb	28.56556503	0
sxk6nu	21.09201313	0
sxk6p9	17.97973383	0
sxkc0f	22.50567943	0
sxk982	16.31133452	1631
sxk3qx	22.53979885	0
sxkd48	7.22174201	0
sxk3kt	29.93880802	0
sxk9n0	17.70692701	0
sxkc17	23.50364835	0
sxk6t1	29.97815256	870
sxk6u1	35.55786467	1605
sxk9x0	12.09325444	55
sxk9kz	7.558557062	0
sxkbb1	24.93411452	0
sxk4pf	46.3570607	0
sxk3ws	21.73075922	0
sxkc09	22.27162368	0
sxk4pb	46.2644952	872
sxk3kd	30.5184303	0
sxkb5z	42.11805625	0
sxk9mt	9.690386429	1208
sxk3hs	31.96324962	333
sxk8zh	21.46889511	346
sxk9kx	7.400702069	0
sxk99k	11.96146782	130
sxk3hs	31.96324962	0
sxk1tr	55.45257211	0
sxk9fx	6.986672907	785
sxk3w4	23.79614599	0
sxkb3x	33.11577608	0
sxk18n	74.81751993	1084
sxk9p7	18.33398454	727
sxk3s6	30.10984735	621
sxk9jf	16.23972229	959
sxk9n3	17.50054725	0
sxk3k3	31.59604978	198
sxk991	13.55261358	983
sxk9mf	11.74348829	0
sxkb8j	27.0099904	0
sxkc41	26.44069534	0
sxk9dn	8.942139748	0
sxk9w4	8.414650727	0
sxk9c4	12.09772534	0
sx7cmx	84.31650728	1510
sxkb6n	34.70739781	0
sxk1bd	72.90157881	0
sxkbd2	34.32989311	0
sxkbsp	36.02631045	0
sxkb6p	34.22380075	0
sxk9jn	13.13154258	0
sxkc31	20.61380577	0
sxkbbx	23.16223026	0
sxk9gm	3.97472824	0
sxk1s5	60.21626594	0
sxkcub	31.28573588	0
sxk9nn	14.34243472	0
sxkf42	22.21687099	362
sxkc1h	22.40113116	0
sxk1bz	72.0032972	0
sxk9j3	16.31502502	0
sx7fkw	88.33396511	0
sxk3qy	21.88633739	0
sxk93e	14.17802469	85
sxk1w6	52.01607234	756
sxk9p1	18.8203332	0
sxk1x9	47.51270148	0
sxk3sv	27.99609865	1192
sxkc2m	16.97626108	0
sxk3ny	24.10725098	0
sxk9ns	16.29425183	1173
sxk6u2	34.45517945	638
sx7fms	84.53260862	1234
sx7cwf	79.56744716	0
sxk3eq	33.42272837	0
sxkdqg	13.35277217	430
sxk9ys	8.212057747	0
sxkb6p	34.22380075	0
sxkcfs	22.94071034	0
sxkb8r	26.463947	0
sxkdhm	6.097963674	0
sxk6nq	23.19770417	1138
sxk18n	74.81751993	0
sxkb8f	30.03400755	282
sxk99h	12.8259048	0
sxk8yf	22.16169292	316
sxk8yw	19.55298684	0
sxk4r8	47.73356405	0
sxk3r1	22.37169997	0
sxk3t9	25.73283986	0
sxk9b2	14.96210425	0
sxkb90	31.56394785	79
sx7cwp	82.16079415	874
sxk9hv	13.58205485	355
sxkdmy	12.80499895	1577
sxkdk4	9.21141431	1429
sxkc24	17.23118539	1517
sxk9kg	9.954624883	28
sxk9ht	13.49477117	0
sxk3yf	20.38440046	0
sxk1bd	72.90157881	812
sxk9dr	7.870352679	1056
sxk9ng	17.29388795	55
sxk8z8	24.49973279	520
sxk9d0	10.77124213	0
sxk6sz	32.56579489	0
sxkds0	12.86395704	0
sxk934	15.95539269	1436
sxk8zt	21.87592025	0
sxk4pv	46.55583417	0
sxk3e3	33.84805583	0
sxk3f5	37.88123253	1450
sxk35r	35.48236673	0
sxk9wd	9.880286768	1445
sxk9bn	15.8689968	9
sxkc0m	19.90450455	663
sxk6dt	39.34625232	0
sxk9dh	9.433450919	0
sxkbgm	31.61021408	234
sxk9fs	6.578785508	0
sxkbdj	31.4159574	31
sxk3rj	21.27022464	1122
sxk3c6	40.6521155	0
sxk4pf	46.3570607	692
sxkb98	32.62014225	0
sxkdke	9.800175752	167
sxkb8c	30.54699255	0
sxk98s	14.57584987	0
sxk454	63.80537967	653
sxk3p5	24.39328075	675
sx7fmk	85.4464909	0
sxk9p7	18.33398454	639
sxkcu8	30.36584396	0
sxk19j	71.16631785	0
sxk9er	4.518982571	0
sxk96b	12.92822238	242
sxkbgv	33.12953078	0
sxk9c1	12.14538245	0
sxk66x	38.02256349	64
sxk9qb	14.78343019	0
sx7ckf	87.40132487	0
sxkfpq	40.97563988	1427
sxk3bb	42.53409555	0
sxk9ch	12.09494079	0
sxk8xy	26.01827204	0
sxk3er	33.37064098	0
sxk3jf	28.53583425	678
sxk3ks	30.12084386	440
sxk6t2	28.88243645	0
sx7fmk	85.4464909	0
sxk93u	13.09024658	0
sxkbg9	33.81676026	0
sxk90q	19.64952546	0
sx7chm	89.65909619	782
sxk1t4	56.60107232	357
sxk3tc	24.8385412	0
sx7cww	80.34290762	596
sxkcfs	22.94071034	0
sxk3gb	31.48959251	0
sxkc29	19.08092604	457
sxk33w	40.53624738	0
sxk9wb	11.33968745	408
sxk9t3	7.103358704	0
sxk377	34.70881795	0
sxk90y	18.29464471	0
sxk93t	13.36122822	1019
sxk991	13.55261358	1368
sxkc0y	20.91728646	880
sxkb9d	31.6410356	1002
sxk3ev	31.65441195	0
sxk90z	17.86977536	0
sxkd82	19.6068263	0
sx7cv1	85.81197598	0
sxk9k6	10.41299564	0
sxk3sg	28.18549609	681
sxk96j	12.00598281	0
sxk96k	11.84792715	1195
sxk3pq	22.56848726	0
sxk9bk	14.85643955	438
sxk3z1	19.49353545	0
sxkbm6	44.68619105	0
sxkb9j	29.06239781	0
sxk91y	15.88356085	2
sxkc2k	17.29380484	144
sxkbgh	31.23234218	0
sxk1w1	53.00218808	1154
sxk9dj	9.170716345	0
sxk3t9	25.73283986	0
sxkb9s	30.67943466	0
sxk3kt	29.93880802	0
sxk927	17.79703535	627
sxkbb0	25.44692068	0
sxk9xc	14.19622635	0
sx7ck9	88.39471496	244
sxk6gf	36.66055472	0
sxk9s3	6.133077207	0
sxk397	40.95445207	0
sxkde1	14.23475415	0
sxk3x4	20.22768894	1627
sxkc01	21.02247803	0
sxk90v	18.72984146	1344
sxk665	39.09524948	0
sxk3xq	18.78815842	0
sxk92z	14.94415621	995
sxk6gd	37.45152366	407
sxkc2m	16.97626108	0
sxk93v	12.66818734	469
sxk3rd	20.46840824	781
sxkdeb	12.96965311	0
sxk9r2	15.98720711	486
sxk4jm	55.70008961	23
sxk9m9	11.91026442	0
sxk9k2	11.63587667	1550
sxkcer	25.82038743	0
sxk3r4	22.07608802	283
sxk3ek	33.56009962	0
sxk6k7	31.1394544	0
sxk9jq	13.34926109	1614
sxk9e8	7.328120147	0
sxk1dz	64.66066712	562
sx7cmw	84.3755372	0
sxk9w4	8.414650727	1133
sx7ckf	87.40132487	0
sxkcer	25.82038743	0
sxk8yw	19.55298684	1625
sxkc0r	19.09721561	0
sxk8zb	24.96076521	0
sxk92u	15.92858555	798
sxkdhn	6.786137506	0
sxk333	42.14349902	1556
sxk6sg	31.35451355	0
sxk3qt	22.96962451	0
sxk33f	40.20207915	1485
sx7ckc	87.47986961	759
sxk3sc	28.42628986	0
sxk18n	74.81751993	0
sxkbd2	34.32989311	0
sxkbgp	30.15065855	0
sxk6np	24.25737261	0
sxk6w7	26.59769806	0
sxk3rh	21.52483242	0
sxk676	34.49020824	0
sxk926	18.14146576	0
sxk923	18.49969931	0
sxk3rt	19.5969807	921
sxk8yr	18.61991474	0
sxkbgj	30.86388001	465
sxkbbc	26.56011079	1080
sxk9mp	7.822595367	1464
sxk6ms	27.03432668	0
sxkf1w	20.37541512	0
sxk915	19.0293751	1564
sxk3bc	42.51008529	0
sxk3gb	31.48959251	109
sxk8yg	21.6057694	0
sxk9k2	11.63587667	0
sxk97r	8.274099199	936
sxk9gh	4.74641707	0
sxk917	18.45696545	1300
sxkdd4	16.35960953	0
sxkbg7	32.33761579	613
sxk3bc	42.51008529	0
sxk92u	15.92858555	1484
sxk3r8	21.11801834	864
sxk8yt	20.10984775	1630
sxk9zn	10.19570661	123
sxk3gm	33.29306881	0
sxkfnd	37.90644586	0
sxk8xp	24.21397409	0
sxk96p	11.16452102	0
sxkcdu	24.24635411	0
sxkd7c	8.761333853	0
sxk1sh	60.16699981	991
sx7fw6	82.31770373	0
sxkbdn	30.96549561	265
sxk9cb	9.49995787	790
sx7fvb	84.80161632	0
sxk921	19.24807414	1328
sxk3e6	33.74126417	1547
sxk3xg	17.40055118	0
sxk4rx	48.61492902	0
sxkcdg	24.36315084	1070
sxk1dw	65.61014618	0
sxk9d6	9.293875804	910
sx7ghd	90.68238912	0
sxkd82	19.6068263	0
sxkbe1	35.728054	0
sxk9dw	7.239074718	0
sxk6eu	34.9141006	0
sxk3xp	19.61098848	0
sxk987	15.64059198	145
sxk9r4	14.46512789	0
sxkdkk	10.3778789	0
sxk3c6	40.6521155	0
sxk93t	13.36122822	0
sxk384	45.60516559	0
sxk9sd	5.58127484	9
sxkc07	20.75249592	0
sxk3sv	27.99609865	0
sxk96e	11.79189798	1302
sxk3z4	19.46337903	683
sxkc0r	19.09721561	0
sxk8z2	24.06526736	0
sxk917	18.45696545	0
sxk1uc	57.24966354	0
sxk3p3	24.44282962	0
sxk9r0	15.36944677	0
sxk98s	14.57584987	1534
sxkdkf	9.318282923	0
sxk96f	11.83936189	0
sxk8xj	25.33204007	0
sxk3em	33.48590212	468
sxk3x2	19.72788901	807
sxk60n	45.72669544	0
sxk1s5	60.21626594	0
sxkc0r	19.09721561	0
sxk9dz	6.146906596	0
sx7ghb	89.48540402	1124
sxk969	12.82667579	0
sxk9rb	17.30419079	731
sxk3hw	31.44147951	0
sxkbgx	31.6859882	337
sxk9qq	10.78747137	0
sxk9ns	16.29425183	0
sxk9jj	13.73087096	0
sxk37e	33.82528782	0
sxk6p8	17.86632156	0
sxk3bm	44.34398265	0
sxk8yn	18.85366823	1640
sxk3z3	18.57397613	1500
sxk3kt	29.93880802	1177
sxkbk2	42.9032459	0
sxkf1r	19.72602705	0
sxk93j	14.8223353	0
sxk3pu	21.84742512	0
sxk37f	33.13217419	0
sxk1x1	49.34150242	0
sxk98k	15.45897289	0
sxk9m7	10.43647849	0
sxkbgw	32.02177861	0
sxkb79	40.58784113	0
sxk1tw	54.56522167	0
sxkc08	22.71306177	0
sxkd1f	10.24292497	1300
sxk1dt	65.64437989	874
sxkbgx	31.6859882	0
sxk3r9	20.78675844	0
sxk9r9	16.21096081	0
sxkd94	18.51920994	945
sxk9bq	14.95409992	1403
sxkbhp	42.72890106	1327
sxk9my	9.640891123	929
sxkdkx	12.23918825	0
sxk1rq	48.6991962	0
sxk1fv	64.60875731	0
sxk915	19.0293751	775
sxk900	22.85376563	576
sxk9qe	12.77656734	0
sxkc4r	25.20611908	1140
sxkc1d	24.60665019	0
sxk3qg	22.62098203	0
sxk4pq	48.46153657	0
sxkdqg	13.35277217	32
sxk3g3	33.29992227	1131
sxk1u4	60.00154953	0
sxkc3k	20.51194101	0
sxkc0h	19.66903485	1249
sxk6e4	36.93742193	0
sxkf1g	20.74367773	216
sxk3pu	21.84742512	214
sxkdj4	5.025339888	0
sxk3p7	23.66352583	966
sxk9m4	10.74791219	0
sxk9ch	12.09494079	0
sxk8yr	18.61991474	0
sxk6nw	22.31762944	82
sxk93z	11.87363249	362
sxk9mu	10.6739207	0
sxk99b	11.50456048	0
sxk967	12.32842894	0
sxk9jn	13.13154258	662
sxkc0m	19.90450455	0
sxkbft	29.40124301	1495
sxk9ne	16.82565385	0
sxkb99	32.12850007	1013
sxk6rc	18.73893797	0
sxk9dj	9.170716345	175
sxk3w4	23.79614599	1198
sxkd1f	10.24292497	0
sxk4r8	47.73356405	22
sxk9w0	9.263460317	286
sxkb74	38.92520337	1250
sxk3ng	25.13569877	452
sxk6px	19.06217547	1501
sxk9bb	13.13514185	0
sxk9rf	16.50589299	0
sxk9t3	7.103358704	900
sxkdqj	12.6882308	0
sxkds2	12.82365039	0
sxkbe1	35.728054	1302
sxk8xg	27.63014417	0
sxkcub	31.28573588	0
sxk6es	35.74415107	65
sxk9cd	10.25770263	0
sxk3ex	32.45163163	0
sxk3z2	18.62558036	0
sxk9w1	8.828087585	1352
sxk9x0	12.09325444	0
sxk6es	35.74415107	21
sxkb7b	41.65735385	0
sxk3nk	26.32137362	1266
sxk3t6	26.49382919	0
sxk1w0	53.07858931	553
sxk978	11.98384838	0
sxk9v0	3.243305914	0
sxkdhm	6.097963674	1338
sxkd2n	19.56421083	0
sxkdr7	14.67069296	0
sxk9x0	12.09325444	0
sxk9e1	7.733068895	0
sxk33f	40.20207915	56
sxkbgw	32.02177861	415
sxk448	65.58113014	0
sxk3wb	21.46980731	0
sxkc3b	23.29901955	0
sxkb8w	27.48801037	0
sxk90x	18.55212022	0
sxkfnd	37.90644586	0
sxk9kz	7.558557062	0
sxk994	13.28667448	0
sxk8yw	19.55298684	0
sxk99u	10.26254321	1056
sxk98k	15.45897289	1214
sxkb9v	30.80295887	0
sxk3z2	18.62558036	0
sxk33t	40.66246163	0
sxk3p3	24.44282962	0
sxk3xq	18.78815842	0
sxk9n3	17.50054725	0
sxk6mw	27.52503441	0
sxkbbs	24.55183921	0
sxk3e6	33.74126417	0
sxk9yz	9.428871583	958
sxk63b	39.58431066	1433
sxk9bu	13.01531238	0
sxk3qw	22.74750977	1362
sxkf24	16.48616643	881
sxk6ms	27.03432668	0
sxk3jf	28.53583425	671
sxk969	12.82667579	0
sxkb8c	30.54699255	0
sxk9w9	10.234798	0
sxk36s	37.21343111	0
sxk3xk	19.02810223	0
sxk6xh	24.71334529	0
sxkd1c	10.00428199	707
sxk9kv	8.753148238	0
sxk6ss	32.45322712	589
sxk3pr	22.22514117	0
sxk3bq	44.36296133	0
sxk1cv	68.29357739	0
sxkbmp	41.97757928	0
sxk9mk	9.864425749	1258
sxk9jn	13.13154258	0
sxk18n	74.81751993	0
sxkd44	9.413120095	0
sxk9d0	10.77124213	0
sxkbgr	30.91409048	0
sxk3p3	24.44282962	0
sxk9qe	12.77656734	1138
sxk98y	13.36358644	598
sxkdsb	12.9406583	0
sxkd1m	12.71231751	1633
sxk1tr	55.45257211	1546
sxk3yf	20.38440046	0
sxk3fd	36.04534402	0
sxk1xd	47.43570341	0
sxk3s4	31.01646885	0
sxkbkz	41.27354947	0
sxkd1q	13.01625301	0
sxkb8w	27.48801037	0
sxkb99	32.12850007	0
sxk90t	19.38203806	0
sxkb6p	34.22380075	0
sx7cwf	79.56744716	0
sxk9yy	9.290575815	0
sxkb87	28.53350633	0
sxk9yv	9.190960857	1002
sxkbm9	45.78246876	0
sxk3rc	20.01095972	490
sxk9w4	8.414650727	275
sxk3p5	24.39328075	554
sxk9qx	11.01165228	0
sxk6x1	23.62605049	0
sxk9nj	14.89320699	964
sxkbbz	23.79258003	0
sxk9bn	15.8689968	0
sxkc2e	18.40037191	595
sxk90t	19.38203806	553
sxkf1t	20.18311939	0
sxkber	33.87810898	0
sxkf1w	20.37541512	952
sxk9d0	10.77124213	602
sxk3jh	30.31814193	0
sxkcfd	22.94356428	926
sxkd5v	6.399572567	409
sxk3w4	23.79614599	327
sxk3kf	29.65333303	1531
sxk9kv	8.753148238	1141
sxkb8w	27.48801037	590
sxk9r2	15.98720711	0
sxkbhp	42.72890106	1348
sx7fr8	76.94972265	0
sxk3jf	28.53583425	981
sxk91z	15.39250542	836
sxk92u	15.92858555	941
sxk9w9	10.234798	0
sxkd84	21.10457153	58
sxk4hg	57.41952539	0
sxk3x9	18.65364526	0
sxk933	15.69227902	408
sxk3t9	25.73283986	693
sxkd5y	6.984587642	0
sxkc24	17.23118539	0
sx7fw5	83.32688185	0
sxk9n5	16.00797692	0
sxkd5v	6.399572567	0
sxk6k7	31.1394544	608
sxk6gd	37.45152366	0
sxk93n	14.47663213	0
sxkbft	29.40124301	0
sxk9zj	10.10509139	577
sxk90v	18.72984146	0
sxk6p2	18.7747938	0
sxk4jm	55.70008961	0
sxkbjz	47.28964506	1571
sxk9k4	10.46275094	416
sxkc60	24.10236728	0
sxk91r	16.57489492	29
sxk60n	45.72669544	0
sxk3pq	22.56848726	961
sxkcfd	22.94356428	0
sxkbgd	33.44311472	730
sxk9kz	7.558557062	0
sx7fw3	82.21893374	0
sxk960	14.35174409	0
sx7fme	84.46321882	985
sxk98k	15.45897289	0
sxkb9v	30.80295887	214
sxkbhp	42.72890106	0
sxk964	13.3789998	244
sxkbgd	33.44311472	0
sxkc2d	18.73376155	0
sxk19q	70.21354527	896
sxk9c8	10.40538695	0
sxk9ed	6.221041596	0
sxkbbd	25.50949463	0
sxk9rc	16.89869433	500
sxkdk4	9.21141431	467
sxk96j	12.00598281	0
sx7ck9	88.39471496	0
sxkc29	19.08092604	0
sxk3yf	20.38440046	0
sxk1g4	63.68725326	0
sxkb8s	28.50448393	670
sx7ghq	92.22276061	1026
sxk3qc	23.17856282	1053
sxkb97	30.59540246	441
sxkc2b	20.18745145	812
sxk9pr	16.43788507	1594
sx7cm5	86.41083495	0
sxk90h	21.15058729	0
sxk3z3	18.57397613	8
sxk9t8	8.111239481	0
sxkd81	20.70314271	959
sxk96c	12.38066316	0
sxkc2u	18.88139885	0
sxkc57	29.62439965	269
sxkc23	18.33600596	0
sxk35r	35.48236673	0
sxkc2z	18.05794701	0
sxk3f6	36.96668621	0
sxk9sd	5.58127484	0
sxkbm8	46.19432088	0
sxk9q5	11.67952382	788
sxk3jp	29.50784615	1185
sxk907	20.89734109	0
sxk336	41.98605475	1102
sxk3w5	23.6608151	0
sxk98s	14.57584987	0
sxk9pq	16.89867221	150
sxk9m2	12.17564563	55
sxk6me	26.80653164	0
sxk3bd	43.41623985	518
sxk9pz	17.72151095	0
sxk924	18.90396537	0
sxk9d6	9.293875804	1009
sxk9k7	9.801560039	0
sxk6px	19.06217547	846
sxk3t5	27.2783083	895
sxk3pm	22.92300406	0
sxk3nu	24.78254031	0
sxkb6p	34.22380075	0
sxkcuc	31.2541961	0
sx7fqy	80.12686062	0
sxkbbc	26.56011079	0
sxk1w7	51.95258078	0
sxkdke	9.800175752	0
sxk9j6	15.71906553	0
sxk8xw	25.57623492	594
sxk93y	12.26210292	0
sxkbug	36.89556593	0
sxk3z1	19.49353545	0
sxkbk6	42.02051034	215
sxk92d	17.39442954	1167
sxk3ev	31.65441195	0
sxk456	62.88630299	0
sxk96x	9.852550307	482
